food_name,Protein (g),Total lipid (fat) (g),"Carbohydrate, by difference (g)",Energy (kcal),"Alcohol, ethyl (g)",Water (g),Caffeine (mg),Theobromine (mg),Total Sugars (g),"Fiber, total dietary (g)","Calcium, Ca (mg)","Iron, Fe (mg)","Magnesium, Mg (mg)","Phosphorus, P (mg)","Potassium, K (mg)","Sodium, Na (mg)","Zinc, Zn (mg)","Copper, Cu (mg)","Selenium, Se (µg)",Retinol (µg),"Vitamin A, RAE (µg)","Carotene, beta (µg)","Carotene, alpha (µg)",Vitamin E (alpha-tocopherol) (mg),Vitamin D (D2 + D3) (µg),"Cryptoxanthin, beta (µg)",Lycopene (µg),Lutein + zeaxanthin (µg),"Vitamin C, total ascorbic acid (mg)",Thiamin (mg),Riboflavin (mg),Niacin (mg),Vitamin B-6 (mg),"Folate, total (µg)",Vitamin B-12 (µg),"Choline, total (mg)",Vitamin K (phylloquinone) (µg),Folic acid (µg),"Folate, food (µg)","Folate, DFE (µg)","Vitamin E, added (mg)","Vitamin B-12, added (µg)",Cholesterol (mg),"Fatty acids, total saturated (g)",SFA 4:0 (g),SFA 6:0 (g),SFA 8:0 (g),SFA 10:0 (g),SFA 12:0 (g),SFA 14:0 (g),SFA 16:0 (g),SFA 18:0 (g),MUFA 18:1 (g),PUFA 18:2 (g),PUFA 18:3 (g),PUFA 20:4 (g),PUFA 22:6 n-3 (DHA) (g),MUFA 16:1 (g),PUFA 18:4 (g),MUFA 20:1 (g),PUFA 20:5 n-3 (EPA) (g),MUFA 22:1 (g),PUFA 22:5 n-3 (DPA) (g),"Fatty acids, total monounsaturated (g)","Fatty acids, total polyunsaturated (g)"
cooked turnip,0.95,2.84,6.7,54,0,88.45,0,0,3.96,1.9,32,0.32,11,28,199,200,0.28,0.089,0.7,12,12,5,0,0.44,0,0,0,0,18.6,0.038,0.03,0.396,0.102,13,0,11.8,2.4,0,13,13,0,0,2,0.728,0.019,0.014,0.008,0.018,0.022,0.069,0.402,0.147,0.941,0.71,0.129,0.001,0,0.016,0,0.013,0,0,0,0.978,0.84
cooked winter melon,0.4,2.74,2.95,36,0,93.32,0,0,1.15,1,18,0.37,10,17,5,225,0.57,0.021,0.2,11,11,5,0,0.46,0,0,0,191,10.2,0.033,0.001,0.372,0.047,4,0,5,4.8,0,4,4,0,0,2,0.682,0.018,0.013,0.007,0.017,0.02,0.064,0.375,0.141,0.905,0.734,0.081,0.001,0,0.014,0,0.012,0,0,0,0.939,0.815
jai,4.25,1.86,7.72,60,0,85.45,0,0,1.15,1.7,54,0.82,21,70,193,28,0.5,0.135,4.6,0,0,2,0,0.1,0,0,0,0,5.8,0.041,0.047,0.674,0.111,20,0,24.8,1,0,20,20,0,0,0,0.283,0,0,0.001,0,0.004,0.007,0.206,0.066,0.394,0.903,0.121,0,0,0.007,0,0.001,0,0,0,0.403,1.025
radish,0.68,0.1,3.4,16,0,95.27,0,0,1.86,1.6,25,0.34,10,20,233,39,0.28,0.05,0.6,0,0,4,0,0,0,0,0,10,14.8,0.012,0.039,0.254,0.071,25,0,6.5,1.3,0,25,25,0,0,0,0.032,0,0,0,0,0,0,0.027,0.004,0.017,0.017,0.031,0,0,0,0,0,0,0,0,0.017,0.048
raw broccoflower,2.95,0.3,6.09,31,0,89.79,0,0,3.03,3.2,33,0.73,20,62,300,23,0.64,0.041,0.6,0,8,93,0,0.04,0,0,0,42,88.1,0.08,0.102,0.734,0.222,57,0,57.1,20.2,0,57,57,0,0,0,0.047,0,0,0,0,0,0,0.038,0.004,0.023,0.029,0.104,0,0,0.004,0,0.001,0,0.001,0,0.028,0.133
raw brussels sprouts,3.38,0.3,8.95,43,0,86,0,0,2.2,3.8,42,1.4,23,69,389,25,0.42,0.07,1.6,0,38,450,6,0.88,0,0,0,1590,85,0.139,0.09,0.745,0.219,61,0,19.1,177,0,61,61,0,0,0,0.062,0,0,0.002,0,0,0,0.053,0.003,0.019,0.045,0.099,0.001,0,0.002,0,0,0,0,0,0.023,0.153
raw cactus,1.32,0.09,3.33,16,0,94.12,0,0,1.15,2.2,164,0.59,52,16,257,21,0.25,0.052,0.7,0,23,250,48,0,0,0,0,0,9.3,0.012,0.041,0.41,0.07,3,0,7.3,5.3,0,3,3,0,0,0,0.016,0,0,0,0,0,0,0.012,0.002,0.017,0.044,0.005,0,0,0.002,0,0,0,0,0,0.018,0.05
raw cauliflower,1.92,0.28,4.97,25,0,92.07,0,0,1.91,2,22,0.42,15,44,299,30,0.27,0.039,0.6,0,0,0,0,0.08,0,0,0,1,48.2,0.05,0.06,0.507,0.184,57,0,44.3,15.5,0,57,57,0,0,0,0.13,0,0,0,0.018,0,0,0.093,0.009,0.027,0.016,0.015,0,0,0.003,0,0,0,0,0,0.034,0.031
raw celery,0.49,0.16,3.32,17,0,95.2,0,0,1.34,1.6,46,0,11,22,265,97,0.09,0,0,0,22,270,0,0.27,0,0,0,283,3.1,0.021,0.057,0.32,0.052,36,0,6.1,29.3,0,36,36,0,0,0,0.042,0,0,0,0,0,0.001,0.037,0.004,0.031,0.079,0,0,0,0.001,0,0,0,0,0,0.032,0.079
raw cucumber,0.62,0.18,2.95,16,0,95.87,0,0,1.67,0.5,16,0,10,23,170,2,0.2,0.063,0.3,0,5,45,11,0.03,0,26,0,23,2.8,0.027,0.033,0.098,0.04,7,0,6,24,0,7,7,0,0,0,0.037,0,0,0,0,0,0.005,0.028,0.005,0.005,0.028,0.005,0,0,0,0,0,0,0,0,0.005,0.032
raw eggplant,0.98,0.18,5.88,25,0,92.3,0,0,3.53,3,9,0.23,14,24,229,2,0.16,0.081,0.3,0,1,14,0,0.3,0,0,0,36,2.2,0.039,0.037,0.649,0.084,22,0,6.9,3.5,0,22,22,0,0,0,0.034,0,0,0,0,0,0,0.025,0.009,0.014,0.063,0.013,0,0,0.002,0,0,0,0,0,0.016,0.076
raw fennel bulb,1.24,0.2,7.3,31,0,90.21,0,0,3.93,3.1,49,0.73,17,50,414,52,0.2,0.066,0.7,0,48,578,0,0.58,0,0,0,607,12,0.01,0.032,0.64,0.047,27,0,13.2,62.8,0,27,27,0,0,0,0.09,0,0,0,0,0,0.002,0.079,0.009,0.065,0.169,0,0,0,0.002,0,0,0,0,0,0.068,0.169
raw green summer squash,1.21,0.32,3.11,17,0,94.79,0,0,2.5,1,16,0.37,18,38,261,8,0.32,0.053,0.2,0,10,120,0,0.12,0,0,0,2125,17.9,0.045,0.094,0.451,0.163,24,0,9.5,4.3,0,24,24,0,0,0,0.084,0,0,0,0.016,0.003,0.001,0.048,0.006,0.007,0.03,0.061,0,0,0.002,0,0,0,0,0,0.011,0.091
raw jicama,0.72,0.09,8.82,38,0,90.07,0,0,1.8,4.9,12,0.6,12,18,150,4,0.16,0.048,0.7,0,1,13,0,0.46,0,0,0,0,20.2,0.02,0.029,0.2,0.042,12,0,13.6,0.3,0,12,12,0,0,0,0.021,0,0,0,0,0,0,0.018,0.002,0.005,0.029,0.014,0,0,0,0,0,0,0,0,0.005,0.043
raw kohlrabi,1.7,0.1,6.2,27,0,91,0,0,2.6,3.6,24,0.4,19,46,350,20,0.03,0.129,0.7,0,2,22,0,0.48,0,0,0,0,62,0.05,0.02,0.4,0.15,16,0,12.3,0.1,0,16,16,0,0,0,0.013,0,0,0,0,0,0,0.011,0.001,0.007,0.02,0.026,0,0,0,0,0,0,0,0,0.007,0.048
raw mushroom,2.9,0.35,4.13,31,0,91.79,0,0,1.98,1.7,5,0.23,10,93,371,6,0.5,0.364,19,0,0,0,0,0.01,0,0,0,0,2.1,0.053,0.453,3.913,0.082,35,0.04,17.3,0,0,35,35,0,0,0,0.05,0,0,0,0,0,0,0.04,0.01,0,0.16,0,0,0,0,0,0,0,0,0,0,0.16
raw peppers,1.063,0.227,5.283,25.667,0,92.983,0,0,2.55,1.767,9,0.307,12,23.667,202.333,4.333,0.18,0.067,0.1,0,41,436,26.667,0.68,0,85,0,179,100.933,0.056,0.086,0.903,0.293,28.333,0,6.167,7.7,0,28.333,28.333,0,0,0,0.055,0,0,0,0,0,0,0.046,0.007,0.013,0.124,0.014,0,0,0.001,0,0,0,0,0,0.014,0.138
raw rutabaga,1.08,0.16,8.62,37,0,89.43,0,0,4.46,2.3,43,0.44,20,53,305,12,0.24,0.032,0.7,0,0,1,0,0.3,0,1,14,19,25,0.09,0.04,0.7,0.1,21,0,14.1,0.3,0,21,21,0,0,0,0.027,0,0,0,0,0,0,0.024,0.003,0.025,0.035,0.053,0,0,0,0,0,0,0,0,0.025,0.088
raw seaweed,3.51,0.49,7.94,41,0,82.2,0,0,0.58,0.7,129,2.28,77,60,165,384,0.89,0.226,0.7,0,95,1136,0,0.96,0,0,0,0,15,0.069,0.275,1.18,0.054,174,0,12.4,25.1,0,174,174,0,0,0,0.146,0,0,0,0,0,0.014,0.092,0.032,0.038,0.011,0.002,0.014,0,0.01,0.001,0.01,0.09,0,0,0.06,0.125
raw snowpeas,2.8,0.2,7.55,42,0,88.89,0,0,4,2.6,43,2.08,24,53,200,4,0.27,0.079,0.7,0,54,630,44,0.39,0,0,0,740,60,0.15,0.08,0.6,0.16,42,0,17.4,25,0,42,42,0,0,0,0.039,0,0,0,0,0,0.002,0.033,0.003,0.021,0.075,0.013,0,0,0,0,0,0,0,0,0.021,0.089
raw turnip,0.9,0.1,6.43,28,0,91.87,0,0,3.8,1.8,30,0.3,11,27,191,67,0.27,0.085,0.7,0,0,0,0,0.03,0,0,0,0,21,0.04,0.03,0.4,0.09,15,0,11.1,0.1,0,15,15,0,0,0,0.011,0,0,0,0,0,0,0.01,0.001,0.006,0.012,0.04,0,0,0.001,0,0,0,0,0,0.006,0.053
raw yellow summer squash,1.01,0.27,3.88,19,0,94.28,0,0,2.88,1,21,0.44,20,32,222,2,0.29,0.092,0.2,0,8,90,0,0.13,0,0,0,290,19.3,0.051,0.041,0.448,0.104,19,0,7.1,3.2,0,19,19,0,0,0,0.093,0,0,0,0.006,0.003,0.001,0.065,0.007,0.006,0.039,0.043,0,0,0.003,0,0,0,0,0,0.013,0.082
sprouts,3.04,0.18,5.94,30,0,90.4,0,0,4.13,1.8,13,0.91,21,54,149,6,0.41,0.164,0.6,0,1,6,6,0.1,0,6,0,0,13.2,0.084,0.124,0.749,0.088,61,0,14.4,33,0,61,61,0,0,0,0.046,0,0,0,0,0,0,0.032,0.008,0.022,0.042,0.016,0,0,0,0,0,0,0,0,0.022,0.058
Pickles,3.44,12.91,20.7,213,0,60.98,0,0,0.82,1.2,45,1.58,11,45,84,620,0.3,0.057,5.3,5,6,17,0,1.55,0.1,1,0,92,0.8,0.265,0.146,1.789,0.034,44,0.04,12.9,28.7,33,11,67,0,0,11,1.978,0,0,0,0,0.001,0.011,1.376,0.492,2.707,6.301,0.83,0,0,0.016,0,0.072,0,0,0,2.798,7.15
fried broccoli,4.28,12.88,22.41,223,0,59.05,0,0,0.88,1.7,43,1.78,17,66,161,329,0.42,0.07,5.9,5,8,35,0,2.37,0.1,0,0,296,30.6,0.274,0.167,1.987,0.089,63,0.04,19,52.5,33,30,86,0,0,11,1.781,0,0,0,0,0,0.007,1.279,0.392,5.084,4.27,0.543,0,0,0.048,0,0.08,0,0,0,5.222,4.819
fried cauliflower,4.02,12.86,21.9,218,0,59.86,0,0,1.08,1.6,33,1.67,14,56,159,326,0.36,0.062,5.5,5,5,0,0,2.34,0.1,0,0,17,16.1,0.265,0.147,1.938,0.086,60,0.04,29.1,18.5,33,27,84,0,0,11,1.816,0,0,0,0.007,0,0.007,1.304,0.393,5.091,4.27,0.541,0,0,0.049,0,0.08,0,0,0,5.231,4.824
fried eggplant,3.66,12.82,22.33,218,0,59.86,0,0,1.77,2,28,1.6,14,49,135,315,0.32,0.08,5.4,5,5,5,0,2.43,0.1,0,0,31,0.8,0.262,0.139,1.998,0.052,49,0.04,14.4,13.8,33,16,72,0,0,11,1.779,0,0,0,0,0,0.007,1.277,0.393,5.086,4.289,0.54,0,0,0.049,0,0.08,0,0,0,5.224,4.843
fried green beans,4.04,12.86,22.86,223,0,58.91,0,0,1.25,2,40,1.76,19,55,156,314,0.39,0.085,5.5,5,18,142,26,2.47,0.1,0,0,256,4.1,0.268,0.163,2.021,0.064,52,0.04,17.6,29.6,33,19,75,0,0,11,1.785,0,0,0,0,0,0.007,1.284,0.393,5.084,4.281,0.562,0,0,0.048,0,0.08,0,0,0,5.222,4.856
fried green tomatoes,3.68,12.84,21.78,216,0,60.4,0,0,1.58,1.3,29,1.64,13,50,153,317,0.33,0.075,5.3,5,24,202,45,2.57,0.1,0,1155,72,6.2,0.264,0.133,2.014,0.057,46,0.04,14.5,16.1,33,13,69,0,0,11,1.778,0,0,0,0,0,0.007,1.277,0.393,5.095,4.301,0.536,0,0,0.048,0,0.08,0,0,0,5.233,4.851
fried mushrooms,4.63,12.91,21.9,222,0,59.11,0,0,1.27,1.6,27,1.62,13,83,217,317,0.49,0.219,14.3,5,5,0,0,2.32,0.1,0,0,17,0.8,0.27,0.328,3.505,0.056,55,0.06,19.8,12.4,33,22,78,0,0,11,1.789,0,0,0,0,0,0.007,1.286,0.394,5.081,4.339,0.534,0,0,0.048,0,0.08,0,0,0,5.218,4.887
fried okra,3.88,12.84,22.37,219,0,59.63,0,0,1.42,1.6,52,1.71,23,53,111,316,0.44,0.076,5.5,5,10,69,0,2.43,0.1,0,0,176,3.6,0.275,0.161,1.981,0.035,79,0.04,15.8,30.4,33,46,102,0,0,11,1.789,0,0,0,0,0,0.007,1.287,0.392,5.096,4.287,0.535,0,0,0.048,0,0.08,0,0,0,5.233,4.836
fried onion rings,4.19,19.82,39.94,352,0,33.96,0,0,4.96,2.6,72,0.96,20,116,151,575,0.55,0.078,5.6,0,0,1,0,2.74,0,2,0,19,1.5,0.153,0.09,1.122,0.13,36,0,9.6,45,0,36,36,0,0,0,3.172,0.002,0,0.01,0.012,0.006,0.034,2.346,0.607,4.774,9.098,0.762,0.006,0,0.032,0,0.061,0,0.003,0,4.877,9.864
fried summer squash,3.76,12.88,21.5,216,0,60.56,0,0,1.53,1.2,33,1.69,17,55,149,317,0.39,0.079,5.4,5,8,44,0,2.37,0.1,0,0,527,7,0.267,0.153,1.938,0.075,49,0.04,15.3,14,33,16,73,0,0,11,1.804,0,0,0,0.005,0.002,0.007,1.292,0.393,5.084,4.279,0.558,0,0,0.049,0,0.08,0,0,0,5.223,4.85
pakora,4.92,4.77,16.24,125,0,72.28,0,0,2.97,3.2,19,1.12,22,64,214,380,0.67,0.167,0.1,0,3,29,3,0.87,0,4,0,13,3.5,0.116,0.056,0.451,0.152,129,0,25,7.3,0,129,129,0,0,0,0.598,0,0,0,0.001,0,0.004,0.446,0.117,1.699,1.748,0.173,0,0,0.015,0,0.023,0,0,0,1.739,1.922
sweet potato fries,2.27,9.39,37.45,192,0,49.44,0,0,13.58,6,55,0.81,27,62,431,154,0.4,0.186,0.4,0,457,5478,0,1.57,0,0,0,8,7.5,0.092,0.097,0.734,0.186,32,0,27.4,4.8,0,32,32,0,0,0,1.218,0,0,0.006,0.005,0.002,0.018,0.857,0.24,3.787,2.659,0.342,0.004,0,0.019,0,0.078,0.003,0.005,0,3.898,3.014
vegetable tempura,3.81,15.81,20.45,239,0,59.37,0,0,1.49,1.6,22,1.54,15,62,179,12,0.4,0.096,6.8,13,60,564,7,3.03,0.2,2,0,262,16,0.19,0.164,1.745,0.105,40,0.06,34.2,26.3,20,20,54,0,0,38,2.317,0,0,0,0.003,0.001,0.011,1.672,0.503,6.332,5.118,0.648,0.016,0.004,0.082,0,0.1,0,0,0,6.525,5.79
yuca fries,1.24,13.94,34.72,269,0,49.18,0,0,1.55,1.6,15,0.27,19,25,247,154,0.31,0.091,0.6,0,1,7,0,2.77,0,0,0,0,15,0.063,0.042,0.74,0.076,22,0,21.6,15.5,0,22,22,0,0,0,1.896,0,0,0,0,0.001,0.007,1.376,0.399,5.718,4.681,0.613,0,0,0.048,0,0.092,0,0,0,5.867,5.299
bean salad,3.52,5,13,109,0,77.22,0,0,3.48,3.4,27,1.32,23,63,210,266,0.5,0.108,1,0,5,46,26,0.54,0,4,4,163,9.1,0.072,0.048,0.364,0.095,54,0,15.8,27.2,0,54,54,0,0,0,0.712,0,0,0.023,0.021,0,0.003,0.459,0.168,1.246,2.127,0.417,0.002,0,0.005,0,0.025,0,0.002,0,1.281,2.548
broccoli salad,3.9,15.465,10.395,196.5,0,68.675,0,0,6.375,1.75,71,0.45,16.5,77,197.5,317.5,0.53,0.056,3.45,22.5,62,401.5,152,1.075,0.05,0.5,0,325.5,44,0.068,0.096,0.446,0.122,42.5,0.12,24,70.75,0,42.5,42.5,0,0.035,15,3.232,0.04,0.032,0.024,0.053,0.064,0.196,1.936,0.747,3.318,6.826,0.976,0.01,0.001,0.046,0,0.052,0,0.01,0.001,3.402,7.804
cabbage salad,0.79,0.8,8.93,45,0,88.2,0,0,5,2.4,32,0.09,11,23,174,269,0.17,0.012,0.3,0,75,742,321,0.16,0,0,0,41,26.6,0.047,0.038,0.276,0.106,32,0,8,44.8,0,32,32,0,0,2,0.164,0,0,0.006,0.006,0.058,0.025,0.042,0.027,0.447,0.03,0.005,0,0,0,0,0,0,0,0,0.447,0.035
coleslaw,0.94,7.98,10.45,117,0,79.48,0,0,7.44,1.9,33,0.14,11,32,172,280,0.2,0.011,1.3,4,79,747,323,0.85,0,0,0,53,26.9,0.055,0.048,0.291,0.108,33,0.02,11.2,54.3,0,33,33,0,0,9,1.233,0.002,0,0.006,0.003,0.001,0.006,0.837,0.315,1.615,3.806,0.577,0.004,0.001,0.01,0,0.04,0,0.016,0,1.686,4.394
cucumber salad,1.98,5.264,6.552,83,0,84.56,0,0,5.074,0.56,57.2,0.1,10,52.6,147.4,198.2,0.362,0.046,1.96,19.8,47.8,281.2,96.4,0.616,0.02,12.8,304.6,64.8,3.68,0.025,0.052,0.172,0.046,9,0.096,6.1,19.32,0,9,9,0,0,6.6,1.721,0.024,0.03,0.02,0.049,0.063,0.21,0.931,0.3,1.606,1.219,0.128,0.003,0,0.044,0,0.017,0.001,0,0.001,1.614,1.363
pea salad,2.98,14.02,10.64,180,0,71.18,0,0,4.9,2.7,27,0.86,14,50,119,253,0.4,0.062,0.9,3,72,800,21,0.79,0,50,0,1281,13.4,0.154,0.073,0.865,0.085,38,0.02,21.8,52,0,38,38,0,0,8,2.201,0,0,0,0,0,0.011,1.496,0.576,3.053,7.296,1.029,0.009,0.001,0.017,0,0.044,0,0.004,0,3.125,8.342
baked potato,1.95,0.1,21.45,93,0,75.08,0,0,1.69,1.5,5,0.35,25,50,389,181,0.29,0.214,0.3,0,0,0,0,0.04,0,0,0,0,12.7,0.105,0.021,1.389,0.3,9,0,14.4,0.3,0,9,9,0,0,0,0.026,0,0,0,0.001,0.003,0.001,0.016,0.004,0.001,0.032,0.01,0,0,0.001,0,0,0,0,0,0.002,0.043
boiled potato,1.87,4.25,20.45,126,0,72.09,0,0,1.62,1.4,5,0.34,24,48,372,166,0.28,0.204,0.3,18,19,8,0,0.66,0,0,0,0,12.1,0.1,0.02,1.324,0.312,9,0,14.1,3.7,0,9,9,0,0,3,1.113,0.029,0.021,0.012,0.029,0.036,0.105,0.61,0.226,1.421,1.091,0.142,0.002,0,0.024,0,0.019,0,0,0.001,1.478,1.234
canned potato,1.357,2.967,13.123,82.667,0,81.663,0,0,0.577,2.333,5,1.217,13.333,27.333,221.333,163.667,0.273,0.055,0.9,12,12.667,6.333,0,0.463,0,0,0,6,4.9,0.068,0.01,0.887,0.201,6,0,9.133,3.7,0,6,6,0,0,2,0.774,0.019,0.014,0.008,0.02,0.028,0.07,0.426,0.155,0.949,0.768,0.107,0.001,0,0.017,0,0.013,0,0,0.001,0.988,0.878
potato,1.87,4.25,20.45,126,0,72.09,0,0,1.62,1.4,5,0.34,24,48,372,166,0.28,0.204,0.3,18,19,8,0,0.66,0,0,0,0,12.1,0.1,0.02,1.324,0.312,9,0,14.1,3.7,0,9,9,0,0,3,1.113,0.029,0.021,0.012,0.029,0.036,0.105,0.61,0.226,1.421,1.091,0.142,0.002,0,0.024,0,0.019,0,0,0.001,1.478,1.234
roasted potato,1.87,4.25,20.45,126,0,72.09,0,0,1.62,1.4,5,0.34,24,48,372,166,0.28,0.204,0.3,18,19,8,0,0.66,0,0,0,0,12.1,0.1,0.02,1.324,0.312,9,0,14.1,3.7,0,9,9,0,0,3,1.113,0.029,0.021,0.012,0.029,0.036,0.105,0.61,0.226,1.421,1.091,0.142,0.002,0,0.024,0,0.019,0,0,0.001,1.478,1.234
french fries,2.5,14.07,23.23,225,0,58.58,0,0,0.34,1.8,11,0.53,22,79,435,295,0.32,0.095,0.4,0,0,3,0,2.08,0,0,0,15,7.8,0.118,0.029,1.888,0.237,21,0,21.6,15.9,0,21,21,0,0,0,1.986,0,0,0.005,0.019,0.005,0.018,1.424,0.395,5.412,4.242,0.611,0,0,0.041,0,0.095,0,0,0,5.556,4.857
fried potato,1.92,13.03,18.4,197,0,64.79,0,0,1.24,1.6,9,0.64,23,52,399,340,0.28,0.144,0.3,0,0,3,0,2.49,0,0,0,13,9.7,0.073,0.03,1.209,0.264,16,0,12.7,14,0,16,16,0,0,0,1.754,0,0,0,0.001,0.003,0.007,1.257,0.376,5.34,4.429,0.575,0,0,0.046,0,0.087,0,0,0,5.482,5.01
hash brown,2.62,11.48,28.23,217,0,55.4,0,0,0.27,3.2,17,0.54,28,78,491,398,0.38,0.114,0.5,0,0,0,0,2.17,0,0,0,0,6.6,0.133,0.033,2.291,0.234,16,0,23,17.9,0,16,16,0,0,0,0.925,0.01,0,0.004,0.009,0.004,0.008,0.518,0.238,6.986,2.295,0.441,0.003,0,0.024,0,0.2,0,0.006,0,7.223,2.757
potato patty,3.89,11.32,13.49,171,0,70.15,0,0,1.48,1.5,33,0.75,13,77,219,219,0.44,0.018,6.3,63,64,13,0,1.56,0.5,2,0,81,0.5,0.107,0.143,0.992,0.093,19,0.28,53.7,8,5,14,23,0,0,74,3.112,0.058,0.045,0.029,0.072,0.082,0.274,1.818,0.619,3.876,2.784,0.339,0.005,0,0.112,0.001,0.051,0.001,0.001,0.002,4.083,3.195
potato skins,6.07,12.4,16.34,199,0,62.86,0,0,1.08,1.5,141,0.66,25,132,376,417,0.94,0.12,5.6,59,59,3,0,1.3,0.1,0,0,15,8,0.063,0.111,1.058,0.239,19,0.11,13.3,7.5,0,19,19,0,0,19,4.403,0.122,0.101,0.065,0.158,0.182,0.582,2.228,0.808,3.848,2.275,0.292,0.01,0,0.118,0,0.052,0.002,0,0.003,3.92,2.552
potato tots,1.9,15.46,24.4,237,0,56.52,0,0,0.28,2.3,13,0.47,16,63,243,421,0.26,0.074,0.3,0,0,3,0,1.42,0,0,0,15,6.4,0.172,0.06,1.786,0.191,16,0,24.5,9.4,0,16,16,0,0,0,2.315,0,0,0,0,0,0.039,1.71,0.43,6.074,5.195,0.529,0.002,0,0.053,0,0.101,0,0.001,0,6.24,5.734
lefse,4.37,6.34,36.39,218,0,51.83,0,0,2.31,2,18,1.75,22,64,271,172,0.4,0.157,4.8,54,56,24,0,0.47,0.2,0,0,11,4.8,0.27,0.135,2.558,0.271,37,0.01,13.7,4.4,26,11,55,0,0,13,2.717,0.101,0.074,0.044,0.102,0.121,0.377,1.299,0.515,1.421,0.826,0.092,0.006,0,0.061,0.001,0.011,0.001,0,0.002,1.536,0.921
mashed potato,2.15,4.07,17.6,114,0,74.83,0,0,2.13,1.2,25,0.28,21,58,330,210,0.3,0.169,0.9,36,37,12,0,0.25,0,0,0,0,10.1,0.088,0.054,1.106,0.27,8,0.04,15.3,1.5,0,8,8,0,0,10,2.146,0.077,0.059,0.037,0.087,0.103,0.325,0.997,0.392,0.999,0.365,0.044,0.005,0,0.063,0,0.007,0.001,0,0.002,1.11,0.418
potato pancake,4.47,10.8,20.64,196,0,61.85,0,0,1.11,2.2,22,1.3,26,91,448,402,0.53,0.115,6,29,29,1,0,1.9,0.4,2,0,91,15.6,0.111,0.112,1.239,0.294,26,0.14,57.9,11.1,5,21,30,0,0,66,1.759,0,0,0,0.001,0.003,0.011,1.266,0.396,4.281,3.358,0.408,0,0,0.071,0,0.061,0,0,0,4.426,3.826
potato salad,2.154,5.039,16.385,118.429,0,75.091,0,0,2.159,1.433,12.762,0.376,16.762,47.333,272.286,220.762,0.286,0.122,2.481,9,10.762,19.095,1.571,0.43,0.138,3.143,0.333,40.714,5.771,0.076,0.047,0.979,0.206,11.571,0.07,27.681,12.419,0,11.571,11.571,0,0,22.286,0.9,0,0,0.003,0.003,0.006,0.01,0.602,0.237,1.213,2.208,0.314,0.011,0.002,0.026,0,0.019,0,0.012,0,1.275,2.539
scalloped potato,7.13,9.63,13.51,168,0,67.82,0,0,2.13,0.8,191,0.29,22,154,251,322,1.07,0.116,7.1,99,100,8,0,0.34,0.4,0,0,0,6.3,0.078,0.148,0.816,0.194,10,0.2,13.7,1.6,1,9,11,0,0,27,5.225,0.18,0.146,0.093,0.225,0.258,0.824,2.408,0.934,2.127,0.508,0.058,0.013,0,0.135,0,0.017,0.002,0,0.005,2.157,0.541
stewed potato,1.99,3.39,16.26,103,0,77.08,0,0,0.96,2.1,8,0.38,23,54,435,147,0.37,0.099,0,0,0,1,0,0.6,0,0,0,8,15.1,0.057,0.031,1.346,0.133,13,0,11.7,4.2,0,13,13,0,0,0,0.443,0,0,0,0.001,0.003,0.003,0.317,0.094,1.288,1.089,0.145,0,0,0.012,0,0.021,0,0,0,1.322,1.236
infant formula,1.38,3.56,7.12,66,0,87.46,0,0,7.12,0,51,1.19,5,28,70,17,0.58,0.054,1.7,59,59,0,0,0.78,1,0,0,0,7,0.059,0.096,0.67,0.04,10,0.18,15.4,5.6,10,0,17,0.78,0.18,1,1.342,0,0.008,0.084,0.058,0.397,0.162,0.503,0.129,1.286,0.657,0.068,0.021,0.01,0.006,0,0.008,0,0.004,0,1.304,0.739
toddler formula,1.908,3.56,7.218,68.333,0,86.71,0,0,7.1,0,116.167,1.108,7.333,79.5,92.5,23.333,0.648,0.058,1.533,58.833,58.833,0,0,0.975,0.967,0,0,0,7.75,0.09,0.108,0.796,0.073,14,0.247,15.233,5,14.167,0,23.5,0.975,0.247,0.5,1.344,0,0.006,0.128,0.09,0.243,0.11,0.634,0.126,1.273,0.601,0.057,0.016,0.008,0.006,0.006,0.008,0,0.005,0,1.293,0.698
nutritional powder mix,19.9,1.4,66.2,353,0,7.4,25,290,65.8,0.4,285,12.82,228,427,947,385,8.55,1.425,12.1,625,625,0,0,9.37,0,0,0,0,76.9,0.85,0.2,14.24,1.14,285,1.71,148.4,90,285,0,485,9.37,1,12,0.56,0.01,0.002,0.003,0.005,0.003,0.023,0.286,0.216,0.302,0.247,0.031,0,0,0.008,0,0,0,0,0,0.314,0.278
Apple Cider,0.1,0.13,11.3,46,0,88.24,0,0,9.62,0.2,8,0.12,5,7,101,4,0.02,0.012,0.1,0,0,0,0,0.01,0,0,0,16,0.9,0.021,0.017,0.073,0.018,0,0,1.8,0,0,0,0,0,0,0,0.022,0,0,0,0,0,0.001,0.018,0.002,0.005,0.033,0.007,0,0,0,0,0,0,0,0,0.006,0.039
Apple Juice,0.105,0.21,11.415,48,0,88.04,0,0,9.8,0.25,38.5,0.095,5,7.5,140.5,5,0.02,0.0075,0.1,0,0,0,0,0.01,0,0,0,16,34.45,0.0045,0.016,0.0465,0.0165,1,0,1.8,0,0,1,1,0,0,0,0.0255,0,0,0,0,0,0.0015,0.0205,0.0025,0.0055,0.038,0.008,0,0,0,0,0,0,0,0,0.007,0.045
